Date of List,Rank,Title,Author,Pub City,Publisher,Fict/Non/Int,Series,Hardback/paperback,,,,,,,,,,,
15-Sep-98,3,Zheleznaia khvatka grafa sokolova,"Lavrov, V.",Moscow,Valentin Lavrov,Belletristika,not listed ,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,3,Zhazhda chuda,"Airons, M.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,4,Nu i dela!,"Serova, M.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,4,Ochishchenie,"Suvorov, V.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,5,Russkie naemniki,"Rudenko, B.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,5,Okhota beshenogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,6,Kozyrnye valety ,"Leonov, N.",Moscow,EKSMO,Belletristika,vne zakona ,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,6,Garpii,"Khmelevskaia, I.",Moscow,FanTOM PRESS INTER V.M.,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,7,Bomba dlia bratvy,"Il'in, A.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,7,Dikie loshadi,"Frensis, D.",Moscow,EKSMO,Belletristika,Mastera detektiva,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,8,Antikiller-2,"Koretskii, D.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,8,Liubovnitsa zhenikha,"Nep'er, S.",Moscow,Raduga,Belletristika,liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,9,Sochinitel',"Konstantinov, A.","St. Petersburg, Moscow","Neba, Olma-Press",Belletristika,Russkii proekt ,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,9,Liubovniki po nasledstvu,"Malysheva, A.",Moscow,Tsentrpoligraf,Belletristika,Chernaia metka ,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,10,Mne nechego teriat',"Gorokhov, A.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,10,Nikogda ne vyidu zamuzh,"Ross, E.",Moscow,Raduga,Belletristika,iskushenie,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,1,Dnevnik aktrisy,"Doronina, T.",Moscow,VAGRIUS,Inaia literatura,Moi xx vek,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,1,Pochemu ubegaiut muzhchiny,"Arnol'd, O.",Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,2,Biser,"Liaukina, M.",Moscow,AST-Press,Inaia literatura,Osnovy khudozhestvennogo remesla,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,2,Russkie narodnye igry,"Pankeev, I.",Moscow,"Iauza, EKSMO",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,3,Ranevskaia. fragmenty zhizni,"Shcheglov, A.",Moscow,Zakharov,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,3,"Faina ranevskaia. sluchai, shutki, aforizmy",not listed,Moscow,Zakharov,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,4,Igra na chuzhom pole: tridtsat' piat' let vo glave razvedki,"Vol'f, M.",Moscow,Mezhdunarodnye otnosheniia,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,4,Liubov' i voina mezhdu znakami zodiaka,"Kin, E.",Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,5,Rasshifrovannyi nostradamus,"Zima, D., Zima, N.",Moscow,Ripol Klassik,Inaia literatura,Sud'ba i magiia,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,5,Rasshifrovannyi nostradamus,"Zima, D., Zima, N.",Moscow,Ripol Klassik,Inaia literatura,Sud'ba i magiia,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,6,Nizkie istiny,"Konchalovskii, A.",Moscow,Sov. sekretno,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,6,Kliuch k razdel'nomu pitaniiu,"Basov, N.",Moscow,FAIR-Press,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,7,Volchii pasport,"Evtushenko, E.",Moscow,VAGRIUS,Inaia literatura,Moi xx vek,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,7,Fenechki iz bisera,"Petrun'kina, A.",St. Petersburg,Kristall,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,8,Zapiski banditskogo advokata,"Karyshev, V.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,8,Dao prodazh,"Ber, T.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Uspekh i biznese,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,9,Pochti ser'ezno,"Nikulin, Iu.",Moscow,VAGRIUS,Inaia literatura,Moi xx vek,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,9,Kogda zhenshchina na predele: o pol'ze i vrede stressa,"Markkham, U.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Populiarnaia psikhologiia,v miagkoi oblozhke,,,,,,,,,,,
15-Sep-98,10,Kozel na sakse,"Kozlov, A.",Moscow,VAGRIUS,Inaia literatura,Moi xx vek,v tverdom pereplete,,,,,,,,,,,
15-Sep-98,10,Bil'iard dlia vsekh: pul i karambol',"Birk, R.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,5.5,Dialogi s iosifom brodskim,"Volkov, S.",Moscow,Nezavisimaia gazeta,"""Intellektual'nye"" bestsellery",Literaturnye biografii,not listed,,,,,,,,,,,
22-Sep-98,5.5,Russkie gollandtsy,"Meiuse, K.",St. Petersburg,Simpozium,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Sep-98,5.5,Usad'by moskvy,"Moleva, N.M.",Moscow,Informpechat' ITRK-RSPP,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Sep-98,5.5,Doiche bukh,"Nekrasov, V.",Moscow,Vek XX i mir,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Sep-98,5.5,Sobranie sochinenii,"Sorokin, V.G.",Moscow,Ad marginem,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Sep-98,5.5,Vtoroi iazyk,"Pavlova, V.A.",St. Petersburg,Pushkinskii fond,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Sep-98,5.5,Spasibo vam!,"Saakiants, A.A.",Moscow,Ellis Lak,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Sep-98,5.5,Moi belyi vitiaz'...,"Savin (Savolainen), I.I.",Moscow,"Izograf, dom-muzei Mariny Tsvetaevoi","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Sep-98,5.5,Taina pushkina,not listed,Moscow,Ellis Lak,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Sep-98,5.5,Entsiklopediia dlia simvolistov,not listed,Moscow,Respublika,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Sep-98,1,Striptiz pered smert'iu,"Malysheva, A.",Moscow,Tsentrpoligraf,Belletristika,Chernaia metka ,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,1,Rekviem,"Marinina, A.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,2,Pole boia ,"Golovachev, V.",Moscow,EKSMO,Belletristika,absoliutnoe oruzhie,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,2,Zhigan,"Zverev, S.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,3,Zheleznaia khvatka grafa sokolova,"Lavrov, V.",Moscow,Valentin Lavrov,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,3,Bespredel,"Leonov, N.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,4,Avariinaia planeta,"Norton, A.",Moscow,"AST, Lirus, Drofa",Belletristika,Koordinaty chudes ,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,4,Nevinnye damskie shalosti,"Poliakova, T.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,5,Odin iz mnogikh,"Uil'iams, D.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,5,Griaznye igry,"Neznanskii, F.",Moscow,Olimp-AST,Belletristika,Marsh Turetskogo,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,6,Ochishchenie,"Suvorov, V.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,6,Prevratnosti sud'by,"Meter, E.",Moscow,Raduga,Belletristika,liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,7,Obraz vraga,"Dashkova, P.",Moscow,EKSMO,Belletristika,Detektiv glazami zhenshchiny,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,7,Vek liubvi,"Kessedi, G.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,8,Kozyrnye valety ,"Leonov, N.",Moscow,EKSMO,Belletristika,vne zakona ,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,8,Garpii,"Khmelevskaia, I.",Moscow,Raduga,Belletristika,iskushenie,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,9,Imperiia zla ,"Nikitin, Iu.",Moscow,Ravlik,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,9,S toboi i bez tebia,"Kendrik, Sh.",Moscow,Raduga,Belletristika,iskushenie,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,10,Nu i dela!,"Serova, M.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,10,Ia vor v zakone. Na zone.,"Sukhov, E.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,1,Nizkie istiny,"Konchalovskii, A.",Moscow,Sov. sekretno,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,1,Russkie narodnye igry,"Pankeev, I.",Moscow,"Iauza, EKSMO",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,2,Krym banditskii,"Chernetsov, K.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,2,Pochemu ubegaiut muzhchiny,"Arnol'd, O.",Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,3,Magiia-3,"Stepanova, N.",Moscow,Ripol Klassik,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,3,"Faina ranevskaia. sluchai, shutki, aforizmy",not listed,Moscow,Zakharov,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,4,Ranevskaia. fragmenty zhizni,"Shcheglov, A.",Moscow,Zakharov,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,4,Fenechki iz bisera,"Petrun'kina, A.",St. Petersburg,Kristall,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,5,Pochti ser'ezno,"Nikulin, Iu.",Moscow,VAGRIUS,Inaia literatura,Moi xx vek,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,5,Kliuch k razdel'nomu pitaniiu,"Basov, N.",Moscow,FAIR-Press,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,6,Dnevnik aktrisy,"Doronina, T.",Moscow,VAGRIUS,Inaia literatura,Moi xx vek,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,6,Velichaishii torgovets v mire,"Mandino, O.",Moscow,FAIR-Press,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,7,Zapiski banditskogo advokata,"Karyshev, V.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,7,Rasshifrovannyi nostradamus,"Zima, D., Zima, N.",Moscow,Ripol Klassik,Inaia literatura,Sud'ba i magiia,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,8,Rasshifrovannyi nostradamus,"Zima, D., Zima, N.",Moscow,Ripol Klassik,Inaia literatura,Sud'ba i magiia,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,8,Bil'iard dlia vsekh: pul i karambol',"Birk, R.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,9,Igra na chuzhom pole: tridtsat' piat' let vo glave razvedki,"Vol'f, M.",Moscow,Mezhdunarodnye otnosheniia,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,9,Zakony parkinsona,"Parkinson, S. N.",Moscow,FAIR-Press,Inaia literatura,Nastol'naia kniga biznesmena,v miagkoi oblozhke,,,,,,,,,,,
22-Sep-98,10,Biser,"Liaukina, M.",Moscow,AST-Press,Inaia literatura,Osnovy khudozhestvennogo remesla,v tverdom pereplete,,,,,,,,,,,
22-Sep-98,10,Samozashchita. prakticheskie deistviia v ekstremal'noi situatsii,"Floks, A.",Moscow,FAIR-Press,Inaia literatura,Sport,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,5.5,Sobranie sochinenii,"Abe, K.",St. Petersburg,Symposium,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Sep-98,5.5,Literaturnye besedy,"Adamovich, G. V.",St. Petersburg,Aleteiia,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Sep-98,5.5,Stikhotvoreniia i poemy,"Vaginov, K.K.",Tomsk,Vodolei,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Sep-98,5.5,Drevniaia rus' i velikaia step',"Gumilev, L.",Moscow,DI-DIK,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Sep-98,5.5,Ispoved' maski,"Misima, Iu.",St. Petersburg,Simpozium,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Sep-98,5.5,Drugoi peterburg,"Rotikov, K.K.",St. Petersburg,Liga Plius,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Sep-98,5.5,Dorogi svobody,"Sartr, Zh.P.",Khar'kov,Folio,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Sep-98,5.5,Poeticheskie turniry v srednevekovoi iaponii,"Utaavas, E.",St. Petersburg,Giperion,"""Intellektual'nye"" bestsellery",Iaponskaia klassicheskaia biblioteka,not listed,,,,,,,,,,,
29-Sep-98,5.5,Kratkaia istoriia kitaiskoi filosofii,Fen Iu-Lan',St. Petersburg,Evraziia,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Sep-98,5.5,Stikhotvoreniia,"Tiniakov, A.A.",Tomsk,"Izd-vo ""vodolei""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Sep-98,1,Rekviem,"Marinina, A.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,1,Kto poslednii k man'iaku,"Serova, M.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,2,Vozvrashchenie piran'i,"Bushkov, A.","St. Petersburg, Moscow","Neba, Olma-Press",Belletristika,Russkii proekt ,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,2,Garpii,"Khmelevskaia, I.",Moscow,FanTOM PRESS INTER V.M.,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,3,Novaia rossiia v posteli,"Topol', E.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,3,Mesto pod solntsem,"Dashkova, P.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,4,Miloe chudovishche,"Iakovleva, E.",Moscow,EKSMO,Belletristika,Detektiv glazami zhenshchiny,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,4,Igrushka v chuzhikh rukakh,"Pavlova, Iu.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,5,Pole boia ,"Golovachev, V.",Moscow,EKSMO,Belletristika,absoliutnoe oruzhie,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,5,Zhemchuzhnaia nit',"Iden, D.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,6,Zheleznaia khvatka grafa sokolova,"Lavrov, V.",Moscow,Valentin Lavrov,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,6,Smelye naezdniki,"Lait, Dzh.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,7,Kozyrnye valety ,"Leonov, N.",Moscow,EKSMO,Belletristika,vne zakona ,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,7,Taina ozherel'ia,"Saits, E.",Moscow,Raduga,Belletristika,liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,8,Fartovoe delo ,"Vladavets, L.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,8,Man'iak prikhodit v polnoch',"Belousova, Ia.",Moscow,VAGRIUS,Belletristika,Chernyi voron,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,9,Nevinnye damskie shalosti,"Poliakova, T.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,9,Ochishchenie,"Suvorov, V.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,10,Chapaev i pustota,"Pelevin, V.",Moscow,VAGRIUS,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,10,Vtoroi medovyi mesiats,"Darsi, E.",Moscow,Raduga,Belletristika,iskushenie,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,1,Dos'e na zvezd,"Razzakov, F.",Moscow,EKSMO-press,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,1,"Faina ranevskaia. sluchai, shutki, aforizmy",not listed,Moscow,Zakharov,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,2,Dekameron shpionov,"Liubimov, M.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,2,Pochemu ubegaiut muzhchiny,"Arnol'd, O.",Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,3,Dnevnik aktrisy,"Doronina, T.",Moscow,VAGRIUS,Inaia literatura,Moi xx vek,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,3,Kliuch k razdel'nomu pitaniiu,"Basov, N.",Moscow,FAIR-Press,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,4,Rasshifrovannyi nostradamus,"Zima, D., Zima, N.",Moscow,Ripol Klassik,Inaia literatura,Sud'ba i magiia,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,4,"Faina ranevskaia. sluchai, shutki, aforizmy",not listed,Moscow,Zakharov,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,5,Magiia-3,"Stepanova, N.",Moscow,Ripol Klassik,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,5,Rasshifrovannyi nostradamus,"Zima, D., Zima, N.",Moscow,Ripol Klassik,Inaia literatura,Sud'ba i magiia,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,6,Biser,"Liaukina, M.",Moscow,AST-Press,Inaia literatura,Osnovy khudozhestvennogo remesla,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,6,Velichaishii torgovets v mire,"Mandino, O.",Moscow,FAIR-Press,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,7,Nizkie istiny,"Konchalovskii, A.",Moscow,Sov. sekretno,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,7,Zvezdy i sud'by,not listed,Moscow,Zolotoi telenok,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,8,Krym banditskii,"Chernetsov, K.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,8,Bil'iard dlia vsekh: pul i karambol',"Birk, R.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,9,Igra na chuzhom pole: tridtsat' piat' let vo glave razvedki,"Vol'f, M.",Moscow,Mezhdunarodnye otnosheniia,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,9,Zakony parkinsona,"Parkinson, S. N.",Moscow,FAIR-Press,Inaia literatura,Nastol'naia kniga biznesmena,v miagkoi oblozhke,,,,,,,,,,,
29-Sep-98,10,Zapiski banditskogo advokata,"Karyshev, V.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Sep-98,10,Prodli svoiu molodost',"Stern, R.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Populiarnaia meditsina,v miagkoi oblozhke,,,,,,,,,,,
6-Oct-98,5.5,Pushkinskaia moskva,"Ashukin, N.S.",St. Petersburg,Akademicheskii proekt,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
6-Oct-98,5.5,Nerazgadannye tainy pushkina,"Arinin, V.",Moscow,Sovremennik,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
6-Oct-98,5.5,Stikhotvoreniia i poemy,"Vaginov, K.",Tomsk,Vodolei,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
6-Oct-98,5.5,Drevniaia rus' i velikaia step',"Gumilev, L.",Moscow,DI-DIK,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
6-Oct-98,5.5,Ispoved' maski,"Misima, Iu.",St. Petersburg,Symposium,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
6-Oct-98,5.5,Drugoi peterburg,"Rotikov, K.",St. Petersburg,Liga Plius,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
6-Oct-98,5.5,Stikhotvoreniia,"Tiniakov, A.",Tomsk,Vodolei,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
6-Oct-98,5.5,Poetichisekie turniry v srednevekovoi iaponii (IX-XIII vv.),"Utaavas, E.",St. Petersburg,Giperion,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
6-Oct-98,5.5,Ten' groznogo tsaria. Zagadki russkoi istorii,"Ianov, A.",Moscow,Kruk,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
6-Oct-98,5.5,"Tainy gibeli vladimira maiakovskogo: novaia versiia tragocheskikh sobytii, osnovannaia na poslednikh nakhodkakh v sekretnykh arkhivakh","Skoriatin, V.",Moscow,Zvonnitsa-MG,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
6-Oct-98,1,Rekviem,"Marinina, A.",Moscow,EKSMO,Belletristika,Chernaia koshka ,v tverdom pereplete,,,,,,,,,,,
6-Oct-98,1,Kto poslednii k man'iaku,"Serova, M.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
6-Oct-98,2,Striptiz pered smert'iu,"Malysheva, A.",Moscow,Tsentrpoligraf,Belletristika,Chernaia metka ,v miagkoi oblozhke,,,,,,,,,,,
6-Oct-98,2,Ia—vor v zakone. Na zone.,"Sukhov, E.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
6-Oct-98,3,Beshenyi protiv liutogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
6-Oct-98,3,Garpii,"Khmelevskaia, I.",Moscow,FanTOM PRESS INTER V.M.,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
6-Oct-98,4,Vozvrashchenie piran'i,"Bushkov, A.","St. Petersburg, Moscow","Neba, Olma-Press",Belletristika,Russkii proekt ,v tverdom pereplete,,,,,,,,,,,
6-Oct-98,4,Pakhan,"Derevianko, I. ",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
6-Oct-98,5,Novaia rossiia v posteli,"Topol', E.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
6-Oct-98,5,Dvoe na beregu,"Lait, Dzh.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
6-Oct-98,6,Zheleznaia khvatka grafa sokolova,"Lavrov, V.",Moscow,Valentin Lavrov,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
6-Oct-98,6,Mesto pod solntsem,"Dashkova, P.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
6-Oct-98,7,Nezhnoe dykhanie smerti,"Malysheva, A.",Moscow,Tsentrpoligraf,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
6-Oct-98,7,Vozvrashchenie vesny,"Mitchel, F.",Moscow,RMZh,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
6-Oct-98,8,Liniia grez,"Luk'ianenko, S.",Moscow,"AST, Lirus, Drofa",Belletristika,zvezdnyi labirint,v tverdom pereplete,,,,,,,,,,,
6-Oct-98,8,Mladshaia sestra,"Uil, E.",Moscow,Raduga,Belletristika,liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
6-Oct-98,9,Zateriannye sredi zvezd,"Guliakovskii, E.",Moscow,EKSMO,Belletristika,absoliutnoe oruzhie,v tverdom pereplete,,,,,,,,,,,
6-Oct-98,9,Potselui iz proshlogo,"Tomson, V.",Moscow,Raduga,Belletristika,iskushenie,v miagkoi oblozhke,,,,,,,,,,,
6-Oct-98,10,Ochishchenie,"Suvorov, V.",Moscow,"AST, Lirus, Drofa",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
6-Oct-98,10,Vtoroi medovyi mesiats,"Darsi, E.",Moscow,Raduga,Belletristika,iskushenie,v miagkoi oblozhke,,,,,,,,,,,
